;L, μμ;vt18u,naco3+tib2,200,2000.csv;Result;fail;Predict
105;366,6666666666667;480,9359999999999;397,7925187186516;6912,83847958192;365,3311782110288
106;370,0;478,752;397,8041386048007;6552,556264456399;365,3513491386487
107;373,3333333333333;481,944;397,8157584909498;7077,56101940508;365,37152006626854
108;376,6666666666667;482,904;397,8273783770989;7238,03154676628;365,3916909938884
109;380,0;475,8;397,838998263248;6077,917791797848;365,41186192150826
110;383,3333333333333;481,272;397,8506181493971;6959,126949864094;365,4320328491281
111;386,6666666666667;485,328;397,8622380355462;7650,259516022484;365,452203776748
112;390,0;493,056;397,87385792169533;9059,640170614573;365,4723747043678
113;393,3333333333333;501,288;397,88547780784444;10692,081595699226;365,49254563198764
114;396,6666666666667;492,984;397,8970976939935;9041,518990152023;365,5127165596075
115;400,0;481,0079999999999;397,9087175801426;6905,49073869521;365,53288748722736
116;403,3333333333333;487,176;397,9203374662917;7966,573294331218;365,5530584148472
117;406,6666666666667;484,22399999999993;397,9319573524408;7446,316624288163;365,5732293424671
118;410,0;502,944;397,9435772385899;11025,08878007485;365,59340027008693
119;413,3333333333333;510,024;397,955197124739;12559,416577894104;365,6135711977068
120;416,6666666666667;515,472;397,9668170108881;13807,468029304662;365,63374212532665
121;420,0;517,1519999999999;397,9784368970372;14202,338142655834;365,6539130529465
122;423,3333333333333;529,1279999999999;397,99005678318633;17197,160151136228;365,67408398056637
123;426,6666666666667;514,704;398,0016766693354;13619,432270774976;365,6942549081862
124;430,0;524,784;398,0132965554845;16070,811251817295;365,7144258358061
125;433,3333333333333;517,176;398,0249164416336;14196,980713132823;365,73459676342594
126;436,6666666666667;503,424;398,0365363277827;11106,517499262916;365,7547676910458
127;440,0;477,216;398,0481562139318;6267,547489735298;365,77493861866566
128;443,3333333333333;472,176;398,0597761000809;5493,214645182936;365,7951095462855
129;446,6666666666667;446,328;398,07139598623;2328,699830941799;365,8152804739054
130;450,0;412,44;398,0830158723791;206,12299324075778;365,83545140152523
131;453,3333333333333;361,632;398,0946357585282;1329,523806459101;365,8556223291451
132;456,6666666666667;316,344;398,1062556446773;6685,066448105562;365,87579325676495
133;460,0;294,288;398,1178755308264;10780,643052746897;365,8959641843848
134;463,3333333333333;308,95199999999994;398,1294954169755;7952,625688844694;365,91613511200467
135;466,6666666666667;329,52000000000004;398,1411153031246;4708,857465444715;365,9363060396245
136;470,0;371,904;398,1527351892737;688,9960990366155;365,9564769672444
137;473,3333333333333;413,376;398,1643550754228;231,39414131141444;365,97664789486424
138;476,6666666666667;416,64;398,1759749615719;340,9202206196989;365,9968188224841
139;480,0;403,44;398,187594847721;27,587759883686793;366,01698975010396
140;483,3333333333333;415,656;398,1992147338701;304,73935182776944;366,0371606777238
141;486,6666666666667;421,536;398,2108346200192;544,0633400034536;366,0573316053437
142;490,0;429,384;398,2224545061683;971,0419175641451;366,07750253296354
143;493,3333333333333;435,264;398,2340743923174;1371,2153905105097;366,0976734605834
144;496,6666666666667;453,696;398,2456942784665;3074,736404611535;366,11784438820325
145;500,0;443,544;398,2573141646156;2050,883913952805;366,1380153158231
146;503,3333333333333;448,008;398,2689340507647;2473,974681502377;366,15818624344297
147;506,6666666666667;451,944;398,2805539369138;2879,765443365763;366,1783571710628
148;510,0;466,824;398,2921738230629;4696,611199145921;366,1985280986827
149;513,3333333333334;464,808;398,303793709212;4422,809454367683;366,21869902630255
150;516,6666666666666;474,432;398,3154135953611;5793,7347258948585;366,2388699539224
151;520,0;468,624;398,32703348151017;4941,663501701683;366,25904088154226
152;523,3333333333334;469,992;398,3386533676593;5134,2020836143765;366,2792118091621
153;526,6666666666666;467,592;398,3502732538084;4794,416722794265;366,299382736782
154;530,0;475,488;398,3618931399575;5948,4363593866965;366,31955366440184
155;533,3333333333334;484,176;398,3735130261066;7362,066770905146;366,3397245920217
156;536,6666666666666;496,368;398,3851329122557;9600,642242734564;366,35989551964155
157;540,0;492,336;398,3967527984048;8824,582164802414;366,3800664472614
158;543,3333333333334;498,864;398,4083726845539;10091,333059339793;366,4002373748812
159;546,6666666666666;498,024;398,419992570703;9920,95829597545;366,4204083025011
160;550,0;509,832;398,4316124568521;12410,046344763536;366,44057923012093
161;553,3333333333334;503,73599999999993;398,44323234300117;11086,566920870724;366,4607501577408
162;556,6666666666666;502,2;398,4548522291503;10763,055685995443;366,48092108536065
163;560,0;493,296;398,4664721152994;8992,639358835211;366,5010920129805
164;563,3333333333334;491,352;398,4780920014485;8625,562786923407;366,52126294060037
165;566,6666666666666;480,048;398,4897118875976;6651,75435982564;366,5414338682202
166;570,0;481,968;398,5013317737467;6966,684704791445;366,5616047958401
167;573,3333333333334;484,032;398,5129516598958;7313,507628997075;366,58177572345994
168;576,6666666666666;477,576;398,5245715460449;6249,128340610784;366,6019466510798
169;580,0;463,944;398,536191432194;4278,1814216427565;366,62211757869966
170;583,3333333333334;454,392;398,54781131834307;3118,5734095125;366,6422885063195
171;586,6666666666666;449,76;398,55943120449217;2621,4982449835293;366,6624594339394
172;590,0;460,152;398,5710510906413;3792,2132685770475;366,68263036155923
173;593,3333333333334;466,656;398,5826709767904;4633,978124302153;366,7028012891791
174;596,6666666666666;480,168;398,5942908629395;6654,270022377751;366,72297221679895
175;600,0;482,592;398,6059107490886;7053,663187662054;366,7431431444188
176;603,3333333333334;484,272;398,6175306352377;7336,688122159002;366,76331407203867
177;606,6666666666666;475,512;398,6291505213868;5910,972543951093;366,7834849996585
178;610,0;478,776;398,6407704075359;6421,655021836934;366,8036559272784
179;613,3333333333334;477,576;398,652390293685;6228,93616907474;366,82382685489824
180;616,6666666666666;476,904;398,66401017983407;6121,496007059669;366,8439977825181
181;620,0;479,784;398,67563006598317;6578,567673353324;366,86416871013796
182;623,3333333333334;480,888;398,6872499521323;6756,963308432022;366,8843396377578
183;626,6666666666666;477,9359999999999;398,6988698382814;6278,522796265126;366,9045105653777
184;630,0;475,656;398,7104897244305;5920,611551567774;366,92468149299754
185;633,3333333333334;482,088;398,7221096105796;6949,871680420862;366,9448524206174
186;636,6666666666666;480,168;398,7337294967287;6631,540412399963;366,96502334823725
187;640,0;473,376;398,7453493828778;5569,734011534958;366,9851942758571
188;643,3333333333334;473,424;398,7569692690269;5575,165478180076;367,00536520347697
189;646,6666666666666;476,04;398,76858915517596;5970,870933949594;367,0255361310968
190;650,0;473,688;398,78020904132507;5611,177146308541;367,0457070587167
191;653,3333333333334;473,856;398,79182892747417;5634,629778805423;367,06587798633655
192;656,6666666666666;475,992;398,8034488136233;5958,072434251902;367,0860489139564
193;660,0;466,32;398,8150686997724;4556,915749848449;367,10621984157626
194;663,3333333333334;461,592;398,8266885859215;3939,4843169062524;367,1263907691961
195;666,6666666666666;457,008;398,8383084720706;3383,71301245446;367,146561696816
196;670,0;458,472;398,8499283582197;3554,7914268575805;367,16673262443584
197;673,3333333333334;449,376;398,8615482443688;2551,709836171989;367,1869035520557
198;676,6666666666666;416,784;398,8731681305179;320,797898256855;367,20707447967555
199;680,0;373,656;398,88478801666696;636,4917447899181;367,2272454072954
200;683,3333333333334;345,336;398,89640790281607;2868,71729471604;367,2474163349153
201;686,6666666666666;325,656;398,90802778896517;5365,859575195324;367,26758726253513
202;690,0;324,072;398,9196476751143;5602,170362498039;367,287758190155
203;693,3333333333334;347,184;398,9312675612634;2677,779700056979;367,30792911777485
204;696,6666666666666;379,56;398,9428874474125;375,6963257990605;367,32810004539465
205;700,0;393,528;398,9545073335616;29,44698184119754;367,3482709730145
206;703,3333333333334;394,872;398,9661272197107;16,761877691175947;367,36844190063437
207;706,6666666666666;389,472;398,9777471058598;90,35922804056244;367,3886128282542
208;710,0;389,256;398,98936699200885;94,73843300112804;367,4087837558741
209;713,3333333333334;381,888;399,00098687815796;292,8543198920073;367,42895468349394
210;716,6666666666666;385,032;399,01260676430707;195,45736549818898;367,4491256111138
211;720,0;392,472;399,02422665045617;42,93167407894836;367,46929653873366
212;723,3333333333334;399,432;399,0358465366053;0,15693756655964716;367,4894674663535
213;726,6666666666666;399,744;399,0474664227544;0,4851590242306157;367,5096383939734
214;730,0;401,928;399,0590863089035;8,230665766960994;367,52980932159323
215;733,3333333333334;398,52;399,0707061950526;0,3032773132693258;367,5499802492131
216;736,6666666666666;396,648;399,0823260812017;5,925943469618705;367,57015117683295
217;740,0;395,328;399,09394596735075;14,182349029005557;367,5903221044528
218;743,3333333333334;400,896;399,10556585349985;3,205654432953759;367,61049303207267
219;746,6666666666666;405,36;399,11718573964896;38,97272988924247;367,6306639596925
220;750,0;413,712;399,12880562579807;212,66955815575463;367,6508348873124
221;753,3333333333334;412,632;399,14042551194717;182,0225821666781;367,67100581493224
222;756,6666666666666;418,8;399,1520453980963;386,04212003847016;367,6911767425521
223;760,0;419,04;399,1636652842454;395,068681732713;367,71134767017196
224;763,3333333333334;429,288;399,1752851703945;906,7755944091443;367,7315185977918
225;766,6666666666666;432,192;399,1869050565436;1089,3362922265721;367,7516895254117
226;770,0;431,496;399,1985249426927;1043,126895077386;367,77186045303154
227;773,3333333333334;424,488;399,21014482884175;638,969962054052;367,7920313806514
228;776,6666666666666;426,528;399,22176471499085;745,6304854402796;367,81220230827125
229;780,0;412,44;399,23338460113996;174,41469029340706;367,8323732358911
230;783,3333333333334;409,944;399,24500448728907;114,46850498100906;367,85254416351097
231;786,6666666666666;421,176;399,25662437343817;480,4590278583122;367,87271509113083
232;790,0;427,224;399,2682442595873;781,5242790176184;367,8928860187507
233;793,3333333333334;420,696;399,2798641457364;458,6508749282768;367,91305694637055
234;796,6666666666666;427,512;399,2914840318855;796,3975215066062;367,9332278739904
235;800,0;431,112;399,3031039180346;1011,8058699532756;367,95339880161026
236;803,3333333333334;440,712;399,31472380418364;1713,7344764327026;367,9735697292301
237;806,6666666666666;455,112;399,32634369033275;3112,03944990032;367,99374065685
238;810,0;457,848;399,33796357648185;3423,4243622814215;368,01391158446984
239;813,3333333333334;455,136;399,34958346263096;3112,124270080845;368,0340825120897
240;816,6666666666666;452,568;399,36120334878007;2830,963209884267;368,05425343970956
241;820,0;433,56;399,37282323492917;1168,763055166199;368,0744243673294
242;823,3333333333334;413,496;399,3844431210783;199,13603754704246;368,0945952949493
243;826,6666666666666;416,232;399,3960630072274;283,4487744246104;368,11476622256913
244;830,0;415,704;399,4076828933765;265,56995123963037;368,134937150189
245;833,3333333333334;406,128;399,4193027795256;45,006618396000825;368,15510807780885
246;836,6666666666666;403,296;399,43092266567464;14,938822800315545;368,1752790054287
247;840,0;402,768;399,44254255182375;11,058667239630719;368,19544993304856
248;843,3333333333334;401,472;399,45416243797285;4,071668426727573;368,2156208606684
249;846,6666666666666;406,488;399,46578232412196;49,31154108741397;368,2357917882883
250;850,0;408,192;399,47740221027107;75,94421463674855;368,25596271590814
251;853,3333333333334;413,136;399,4890220964202;186,24000590079675;368,27613364352794
252;856,6666666666666;414,912;399,5006419825693;237,50995594142552;368,2963045711478
253;860,0;419,64;399,5122618687184;405,12584228144743;368,31647549876766
254;863,3333333333334;418,296;399,5238817548675;352,39242340923664;368,3366464263875
255;866,6666666666666;428,4;399,53550164101654;833,1592655157576;368,3568173540074
256;870,0;424,008;399,54712152716564;598,3345756627704;368,37698828162723
257;873,3333333333334;427,008;399,55874141331475;753,461796958713;368,3971592092471
258;876,6666666666666;421,824;399,57036129946385;495,2244354140006;368,41733013686695
259;880,0;419,088;399,58198118561296;380,484769987222;368,4375010644868
260;883,3333333333334;413,76;399,59360107176207;200,68685859398062;368,45767199210667
261;886,6666666666666;415,224;399,6052209579112;243,9462587655929;368,4778429197265
262;890,0;412,008;399,6168408440603;153,54082522782835;368,4980138473464
263;893,3333333333334;412,296;399,6284607302094;160,46655115168718;368,51818477496624
264;896,6666666666666;420,936;399,6400806163585;453,51618239455735;368,5383557025861
265;900,0;423,792;399,65170050250754;582,7540598286336;368,55852663020596
266;903,3333333333334;406,32;399,66332038865664;44,31138344807425;368,5786975578258
267;906,6666666666666;367,32;399,67494027480575;1046,8421601862476;368,5988684854457
268;910,0;326,832;399,68656016095485;5307,7869362461915;368,61903941306554
269;913,3333333333334;297,768;399,69818004710396;10389,761604435036;368,6392103406854
270;916,6666666666666;300,984;399,70979993325307;9746,783572460716;368,65938126830525
271;920,0;328,08;399,7214198194022;5132,493033739833;368,6795521959251
272;923,3333333333334;371,112;399,7330397055513;819,1639138267415;368,69972312354497
273;926,6666666666666;412,32;399,7446595917004;158,139186384613;368,71989405116483
274;933,3333333333334;435,24;399,76789936399854;1258,2699235306159;368,76023590640455
275;936,6666666666666;434,856;399,77951925014764;1230,3595017947625;368,7804068340244
276;940,0;427,008;399,79113913629675;740,7575152741806;368,80057776164426
277;943,3333333333334;435,336;399,80275902244585;1262,611214368934;368,8207486892641
278;946,6666666666666;443,376;399,81437890859496;1897,6148321111423;368,840919616884
279;950,0;454,32;399,82599879474407;2969,5961673584343;368,86109054450384
280;953,3333333333334;461,136;399,8376186808932;3757,491552342628;368,8812614721237
281;956,6666666666666;463,392;399,8492385670423;4037,682530525779;368,90143239974356
282;960,0;452,16;399,8608584531913;2735,2002065331317;368,9216033273634
283;963,3333333333334;448,92;399,87247833934043;2405,659381052871;368,9417742549833
284;966,6666666666666;448,44;399,88409822548954;2357,675597135908;368,96194518260313
285;970,0;449,208;399,89571811163864;2431,7011450372142;368,982116110223
286;973,3333333333334;456,216;399,90733799778775;3170,6654164793827;369,00228703784285
287;976,6666666666666;462,768;399,91895788393686;3950,0020949066757;369,0224579654627
288;980,0;462,456;399,93057777008596;3909,4284250290307;369,04262889308256
289;983,3333333333334;458,352;399,94219765623507;3411,7050098376844;369,0627998207024
290;986,6666666666666;466,248;399,9538175423842;4394,918627723657;369,0829707483223
291;990,0;477,624;399,9654374285333;6030,852340666415;369,10314167594214
292;993,3333333333334;485,976;399,9770573146823;7395,818142992554;369,123312603562
293;996,6666666666666;492,432;399,98867720083143;8545,767930151282;369,14348353118186
294;1000,0;489,264;400,00029708698054;7968,0086577438005;369,1636544588017
295;1003,3333333333334;477,528;400,01191697312964;6008,743127828661;369,1838253864216
296;1006,6666666666666;470,16;400,02353685927875;4919,123461889754;369,2039963140414
297;1010,0;463,872;400,03515674542786;4075,142556708815;369,22416724166123
298;1013,3333333333334;461,304;400,04677663157696;3752,4474148088702;369,2443381692811
299;1016,6666666666666;460,968;400,05839651772607;3709,979796367839;369,26450909690095
300;1020,0;455,28;400,0700164038752;3048,1422886843698;369,2846800245208
301;1023,3333333333334;447,264;400,0816362900242;2226,1754452604405;369,30485095214067
302;1026,6666666666667;448,968;400,0932561761733;2388,7405838446853;369,3250218797605
303;1030,0;451,176;400,10487606232243;2608,2597002576213;369,3451928073804
304;1033,3333333333333;458,616;400,11649594847154;3422,191974274793;369,36536373500024
305;1036,6666666666667;465,072;400,12811583462064;4217,708090486211;369,3855346626201
306;1040,0;471,408;400,13973572076975;5079,165493374208;369,40570559023996
307;1043,3333333333333;465,096;400,15135560691886;4217,806835343767;369,4258765178598
308;1046,6666666666667;468,12;400,16297549306796;4618,157179835763;369,4460474454797
309;1050,0;478,0079999999999;400,17459537921707;6058,038874862502;369,46621837309954
310;1053,3333333333333;484,032;400,1862152653662;7030,115617766552;369,4863893007194
311;1056,6666666666667;482,712;400,1978351515152;6808,587400642919;369,50656022833925
312;1060,0;491,64;400,2094550376643;8359,544552109683;369,5267311559591
313;1063,3333333333333;486,24;400,22107492381343;7399,2554712626;369,54690208357897
314;1066,6666666666667;479,136;400,23269480996254;6225,731569912196;369,56707301119883
315;1070,0;476,52;400,24431469611164;5817,9801685778075;369,5872439388187
316;1073,3333333333333;484,968;400,25593458226075;7176,134027339337;369,60741486643855
317;1076,6666666666667;486,96;400,26755446840986;7515,5801122477205;369,6275857940584
318;1080,0;492,696;400,27917435455896;8540,869662379853;369,64775672167826
319;1083,3333333333333;480,912;400,29079424070807;6499,7788180820835;369,6679276492981
320;1086,6666666666667;484,752;400,3024141268571;7131,732554145336;369,688098576918
321;1090,0;479,064;400,3140340130062;6201,557142952681;369,70826950453784
322;1093,3333333333333;486,36;400,3256538991553;7401,908708999929;369,7284404321577
323;1096,6666666666667;495,864;400,33727378530443;9125,355421297401;369,74861135977756
324;1100,0;503,664;400,34889367145354;10674,011195678859;369,7687822873974
325;1103,3333333333333;493,248;400,36051355760264;8628,085137586551;369,7889532150173
326;1106,6666666666667;489,624;400,37213344375175;7965,895683774349;369,80912414263713
327;1110,0;474,984;400,38375332990086;5565,196803239635;369,829295070257
328;1113,3333333333333;466,728;400,39537321604996;4400,017376058807;369,84946599787685
329;1116,6666666666667;469,464;400,40699310219907;4768,870201682926;369,8696369254967
330;1120,0;471,072;400,4186129883481;4991,901096218259;369,88980785311657
331;1123,3333333333333;470,688;400,4302328744972;4936,153841461377;369,9099787807364
332;1126,6666666666667;478,752;400,4418527606463;6132,479160649254;369,9301497083563
333;1130,0;470,352;400,45347264679543;4885,804126146683;369,95032063597614
334;1133,3333333333333;433,896;400,46509253294454;1117,6255740708257;369,970491563596
335;1136,6666666666667;395,328;400,47671241909364;26,50923957452939;369,99066249121586
336;1140,0;346,104;400,48833230524275;2957,655600287072;370,0108334188357
337;1143,3333333333333;327,408;400,49995219139186;5342,43347514871;370,0310043464556
338;1146,6666666666667;335,76;400,51157207754096;4192,766086512984;370,05117527407543
339;1150,0;362,616;400,52319196369;1436,9552025720457;370,0713462016953
340;1153,3333333333333;397,896;400,5348118498391;6,963327978851257;370,09151712931515
341;1160,0;442,848;400,5580516221373;1788,439733802291;370,1318589845548
342;1166,6666666666667;462,768;400,58129139443554;3867,1867271933816;370,1722008397945
343;1170,0;462,168;400,59291128058464;3791,491550803873;370,1923717674144
344;1176,6666666666667;463,464;400,61615105288286;3949,852117279653;370,2327136226541
345;1180,0;468,048;400,62777093903196;4545,4872866334;370,25288455027396
346;1183,3333333333333;481,944;400,639390825181;6610,439473070063;370,2730554778938
347;1186,6666666666667;482,496;400,6510107113301;6698,602271662485;370,2932264055137
348;1190,0;479,376;400,6626305974792;6195,794522697691;370,31339733313354
349;1193,3333333333333;479,016;400,6742504836283;6137,429717285924;370,3335682607534
350;1196,6666666666667;477,504;400,68587036977743;5901,0250398856815;370,35373918837325
351;1200,0;473,496;400,69749025592654;5299,623020957956;370,3739101159931
352;1203,3333333333333;475,68;400,70911014207564;5620,634326089026;370,39408104361297
353;1206,6666666666667;480,288;400,72073002822475;6330,950450761369;370,41425197123283
354;1210,0;493,872;400,73234991437386;8674,994418072882;370,4344228988527
355;1213,3333333333333;497,52;400,7439698005229;9365,6000211701;370,45459382647255
356;1216,6666666666667;497,904;400,755589686672;9437,81362640673;370,4747647540924
357;1220,0;492,432;400,7672095728211;8402,433804058628;370,49493568171226
358;1223,3333333333333;498,456;400,7788294589702;9540,82964490142;370,5151066093321
359;1226,6666666666667;507,9359999999999;400,7904493451193;11480,169025137584;370,535277536952
360;1230,0;517,512;400,80206923126843;13621,207940042103;370,55544846457184
361;1233,3333333333333;517,0559999999999;400,81368911741754;13512,274839322932;370,5756193921917
362;1236,6666666666667;513,0;400,82530900356664;12583,161300145306;370,59579031981156
363;1240,0;503,592;400,83692888971575;10558,60463887957;370,6159612474314
364;1243,3333333333333;493,944;400,84854877586486;8666,76303862533;370,6361321750513
365;1246,6666666666667;488,76;400,8601686620139;7726,380349246401;370,65630310267113
366;1250,0;498,72;400,871788548163;9574,272484323408;370,676474030291
367;1253,3333333333333;511,104;400,8834084343121;12148,578805090183;370,69664495791085
368;1256,6666666666667;508,896;400,8950283204612;11664,209883724541;370,7168158855307
369;1260,0;504,336;400,9066482066103;10697,630812400763;370,73698681315057
370;1263,3333333333333;507,36;400,91826809275943;11329,842291412877;370,7571577407704
371;1266,6666666666667;503,664;400,92988797890854;10554,297772762166;370,7773286683903
372;1270,0;498,12;400,94150786505764;9443,659333621054;370,79749959601014
373;1273,3333333333333;507,24;400,95312775120675;11296,899212431299;370,81767052363
